Date,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM,Total,,,
22-10-2007,0,0,0,0,0,,,
23-10-2007,3,5,5,1,14,,,
24-10-2007,41,64,51,24,180,,,
25-10-2007,19,21,4,7,51,,,
26-10-2007,14,10,4,20,48,,,
27-10-2007,7,4,21,11,43,,,
28-10-2007,17,54,42,21,134,,,
29-10-2007,103,95,157,176,531,,,
30-10-2007,0,3,2,1,6,,,
31-10-2007,0,0,0,0,0,,,
1/11/2007,0,0,0,0,0,,,
2/11/2007,0,0,0,0,0,,,
3/11/2007,7,5,11,0,23,,,
4/11/2007,6,9,6,10,31,,,
5/11/2007,10,41,20,17,88,,,
6/11/2007,0,0,0,18,18,,,
7/11/2007,0,0,2,13,15,,,
8/11/2007,0,0,0,0,0,,,
9/11/2007,0,0,0,0,0,,,
10/11/2007,0,0,0,0,0,,,
11/11/2007,0,0,0,0,0,,,
12/11/2007,0,0,0,0,0,,,
13-11-2007,0,0,0,0,0,,,
14-11-2007,0,0,0,0,0,,,
15-11-2007,0,0,0,0,0,,,
16-11-2007,0,0,0,0,0,,,
17-11-2007,0,0,0,0,0,,,
18-11-2007,0,0,0,0,0,,,
19-11-2007,2,2,5,7,16,,,
20-11-2007,38,62,23,21,144,,,
21-11-2007,44,40,20,41,145,,,
22-11-2007,0,0,0,0,0,,,
23-11-2007,0,0,0,0,0,,,
24-11-2007,0,0,0,0,0,,,
25-11-2007,0,0,0,0,0,,,
26-11-2007,0,0,0,0,0,,,
27-11-2007,0,0,0,0,0,,,
28-11-2007,0,0,0,0,0,,,
29-11-2007,0,0,0,0,0,,,
30-11-2007,0,0,0,0,0,,,
1/12/2007,0,0,0,0,0,,,
2/12/2007,0,0,0,0,0,,,
3/12/2007,6,8,8,5,27,,,
4/12/2007,2,4,8,10,24,,,
5/12/2007,0,0,0,0,0,,,
6/12/2007,7,7,11,10,35,,,
7/12/2007,16,16,4,9,45,,,
8/12/2007,2,2,6,4,14,,,
9/12/2007,0,0,0,0,0,,,
10/12/2007,0,0,0,0,0,,,
11/12/2007,0,0,0,0,0,,,
12/12/2007,0,0,0,0,0,,,
13-12-2007,0,0,0,0,0,,,
14-12-2007,0,0,0,0,0,,,
15-12-2007,0,0,0,0,0,,,
16-12-2007,0,0,0,0,0,,,
17-12-2007,0,0,0,0,0,,,
18-12-2007,19,30,28,25,102,,,
19-12-2007,90,77,108,105,380,,,
20-12-2007,101,105,144,72,422,,,
21-12-2007,0,0,0,0,0,,,
22-12-2007,0,0,0,0,0,,,
23-12-2007,300,0,0,0,300,,,
24-12-2007,0,0,0,0,0,,,
25-12-2007,0,0,0,0,0,,,
26-12-2007,0,0,0,0,0,,,
27-12-2007,0,0,0,0,0,,,
28-12-2007,0,0,0,0,0,,,
29-12-2007,0,0,0,0,0,,,
30-12-2007,0,0,0,0,0,,,
31-12-2007,0,0,0,0,0,,,
1/1/2008,0,0,0,0,0,,,
2/1/2008,0,0,0,0,0,,,
3/1/2008,0,0,0,0,0,,,
4/1/2008,3,52,43,15,113,,,
5/1/2008,47,79,32,40,198,,,
6/1/2008,0,0,0,0,0,,,
7/1/2008,0,0,0,0,0,,,
8/1/2008,0,0,0,0,0,,,
9/1/2008,0,0,0,0,0,,,
10/1/2008,0,0,0,0,0,,,
11/1/2008,0,0,0,0,0,,,
12/1/2008,0,0,0,0,0,,,
13-01-2008,0,0,0,0,0,,,
14-01-2008,0,0,0,0,0,,,
15-01-2008,0,0,0,0,0,,,
16-01-2008,0,0,0,0,0,,,
17-01-2008,0,0,0,0,0,,,
18-01-2008,0,0,0,0,0,,,
19-01-2008,0,0,0,0,0,,,
20-01-2008,0,0,0,0,0,,,
21-01-2008,0,0,0,0,0,,,
22-01-2008,0,0,0,0,0,,,
23-01-2008,0,0,0,0,0,,,
24-01-2008,0,0,0,0,0,,,
25-01-2008,0,0,0,0,0,,,
26-01-2008,0,0,0,0,0,,,
27-01-2008,0,0,0,0,0,,,
28-01-2008,0,0,0,0,0,,,
29-01-2008,0,0,0,0,0,,,
30-01-2008,0,0,0,0,0,,,
31-01-2008,0,0,0,0,0,,,
1/2/2008,0,0,0,0,0,,,
2/2/2008,0,0,0,0,0,,,
3/2/2008,0,0,0,0,0,,,
4/2/2008,0,0,0,0,0,,,
5/2/2008,0,0,0,0,0,,,
6/2/2008,0,0,0,0,0,,,
7/2/2008,0,0,0,0,0,,,
8/2/2008,0,0,0,0,0,,,
9/2/2008,0,0,0,0,0,,,
10/2/2008,1,0,0,24,25,,,
11/2/2008,1,4,2,16,23,,,
12/2/2008,0,0,2,2,4,,,
13-02-2008,0,0,0,0,0,,,
14-02-2008,0,0,0,0,0,,,
15-02-2008,0,0,6,2,8,,,
16-02-2008,0,0,3,8,11,,,
17-02-2008,0,0,0,0,0,,,
18-02-2008,0,0,0,0,0,,,
19-02-2008,0,0,0,0,0,,,
20-02-2008,0,0,0,0,0,,,
21-02-2008,0,0,0,0,0,,,
22-02-2008,0,0,0,0,0,,,
23-02-2008,0,0,0,0,0,,,
24-02-2008,0,0,0,0,0,,,
25-02-2008,0,0,0,0,0,,,
26-02-2008,0,0,0,0,0,,,
27-02-2008,0,0,0,0,0,,,
28-02-2008,0,0,0,0,0,,,
29-02-2008,0,0,0,0,0,,,
1/3/2008,0,0,0,0,0,,,
2/3/2008,0,0,0,0,0,,,
3/3/2008,0,0,0,0,0,,,
4/3/2008,0,0,0,0,0,,,
5/3/2008,0,0,0,0,0,,,
6/3/2008,0,0,0,0,0,,,
7/3/2008,0,0,0,0,0,,,
8/3/2008,0,0,0,0,0,,,
9/3/2008,0,0,0,0,0,,,
10/3/2008,0,0,0,0,0,,,
11/3/2008,0,0,0,0,0,,,
12/3/2008,18,48,34,15,115,,,
13-03-2008,6,0,1,0,7,,,
14-03-2008,4,42,73,5,124,,,
15-03-2008,1,21,18,10,50,,,
16-03-2008,0,0,0,0,0,,,
17-03-2008,0,0,0,0,0,,,
18-03-2008,0,0,0,0,0,,,
19-03-2008,0,0,0,0,0,,,
20-03-2008,0,0,0,0,0,,,
21-03-2008,82,5,7,17,111,,,
22-03-2008,25,65,54,32,176,,,
23-03-2008,4,0,0,4,8,,,
24-03-2008,0,0,0,0,0,,,
25-03-2008,0,0,0,0,0,,,
26-03-2008,58,0,0,0,58,,,
27-03-2008,0,0,0,0,0,,,
28-03-2008,0,0,0,0,0,,,
29-03-2008,0,0,0,0,0,,,
30-03-2008,0,0,0,0,0,,,
31-03-2008,0,0,0,0,0,,,
1/4/2008,0,0,0,0,0,,,
2/4/2008,0,0,0,0,0,,,
3/4/2008,0,0,0,0,0,,,
4/4/2008,0,0,0,0,0,,,
5/4/2008,0,0,0,0,0,,,
6/4/2008,0,0,0,0,0,,,
7/4/2008,0,0,0,0,0,,,
8/4/2008,0,0,0,0,0,,,
9/4/2008,0,0,0,0,0,,,
10/4/2008,0,0,0,0,0,,,
11/4/2008,0,0,0,0,0,,,
12/4/2008,0,0,0,0,0,,,
13-04-2008,0,0,0,0,0,,,
14-04-2008,0,0,0,0,0,,,
15-04-2008,0,0,0,0,0,,,
16-04-2008,0,0,0,0,0,,,
17-04-2008,0,0,0,0,0,,,
18-04-2008,0,0,0,0,0,,,
19-04-2008,0,0,0,0,0,,,
20-04-2008,0,0,0,0,0,,,
21-04-2008,0,0,0,0,0,,,
22-04-2008,0,0,0,0,0,,,
23-04-2008,0,0,0,0,0,,,
24-04-2008,0,0,0,0,0,,,
25-04-2008,0,0,0,0,0,,,
26-04-2008,0,0,0,0,0,,,
27-04-2008,0,0,0,0,0,,,
28-04-2008,0,0,0,0,0,,,
29-04-2008,0,0,0,0,0,,,
30-04-2008,0,0,0,0,0,,,
1/5/2008,0,0,0,0,0,,,
2/5/2008,0,0,3,0,3,,,
3/5/2008,0,0,0,0,0,,,
4/5/2008,0,0,0,0,0,,,
5/5/2008,0,0,0,0,0,,,
6/5/2008,0,0,0,0,0,,,
7/5/2008,0,0,0,0,0,,,
8/5/2008,0,0,0,0,0,,,
9/5/2008,0,0,0,0,0,,,
10/5/2008,0,0,0,0,0,,,
11/5/2008,14,0,0,0,14,,,
12/5/2008,0,0,0,0,0,,,
13-05-2008,1,0,0,0,1,,,
14-05-2008,0,0,0,0,0,,,
15-05-2008,0,0,0,14,14,,,
16-05-2008,0,0,0,0,0,,,
17-05-2008,0,0,0,0,0,,,
18-05-2008,0,0,0,0,0,,,
19-05-2008,0,0,0,0,0,,,
20-05-2008,0,0,0,0,0,,,
21-05-2008,2,0,0,0,2,,,
22-05-2008,63,0,0,1,64,,,
23-05-2008,1,0,0,0,1,,,
24-05-2008,0,0,0,0,0,,,
25-05-2008,0,0,0,0,0,,,
26-05-2008,0,0,0,0,0,,,
27-05-2008,0,0,0,0,0,,,
28-05-2008,0,0,0,0,0,,,
29-05-2008,0,0,0,0,0,,,
30-05-2008,0,0,0,0,0,,,
31-05-2008,0,0,0,0,0,,,
1/6/2008,9,0,29,0,38,,,
2/6/2008,0,0,0,0,0,,,
3/6/2008,0,0,0,0,0,,,
4/6/2008,0,0,0,0,0,,,
5/6/2008,2,0,2,0,4,,,
6/6/2008,0,4,2,0,6,,,
7/6/2008,0,0,0,1,1,,,
8/6/2008,0,4,0,0,4,,,
9/6/2008,1,0,2,0,3,,,
10/6/2008,5,0,0,0,5,,,
11/6/2008,0,0,0,0,0,,,
12/6/2008,1,2,0,23,26,,,
13-06-2008,0,0,0,0,0,,,
14-06-2008,0,0,0,0,0,,,
15-06-2008,0,0,0,2,2,,,
16-06-2008,0,0,0,0,0,,,
17-06-2008,0,0,0,0,0,,,
18-06-2008,0,0,0,0,0,,,
19-06-2008,0,0,0,0,0,,,
20-06-2008,11,0,0,0,11,,,
21-06-2008,0,0,0,0,0,,,
22-06-2008,66,54,93,57,270,,,
23-06-2008,0,0,0,0,0,,,
24-06-2008,0,0,0,0,0,,,
25-06-2008,0,0,0,0,0,,,
26-06-2008,1,4,4,6,15,,,
27-06-2008,0,2,2,0,4,,,
28-06-2008,4,27,15,2,48,,,
29-06-2008,5,19,9,9,42,,,
30-06-2008,1,0,0,0,1,,,
1/7/2008,0,0,0,0,0,,,
2/7/2008,8,12,0,0,20,,,
3/7/2008,0,0,0,0,0,,,
4/7/2008,3,3,6,9,21,,,
5/7/2008,0,0,0,0,0,,,
6/7/2008,0,0,0,0,0,,,
7/7/2008,0,0,0,0,0,,,
8/7/2008,0,0,0,0,0,,,
9/7/2008,0,0,0,0,0,,,
10/7/2008,16,38,34,14,102,,,
11/7/2008,0,0,0,0,0,,,
12/7/2008,0,0,0,0,0,,,
13-07-2008,0,0,0,2,2,,,
14-07-2008,0,0,0,0,0,,,
15-07-2008,0,0,0,0,0,,,
16-07-2008,0,0,0,0,0,,,
17-07-2008,0,0,0,0,0,,,
18-07-2008,0,0,0,0,0,,,
19-07-2008,40,3,12,0,55,,,
20-07-2008,0,0,0,0,0,,,
21-07-2008,0,0,0,0,0,,,
22-07-2008,0,0,0,0,0,,,
23-07-2008,0,0,0,0,0,,,
24-07-2008,0,0,0,0,0,,,
25-07-2008,2,2,6,0,10,,,
26-07-2008,0,0,0,0,0,,,
27-07-2008,9,3,10,3,25,,,
28-07-2008,9,2,8,13,32,,,
29-07-2008,10,16,13,4,43,,,
30-07-2008,0,0,0,0,0,,,
31-07-2008,0,2,0,0,2,,,
1/8/2008,0,0,0,0,0,,,
2/8/2008,0,0,0,0,0,,,
3/8/2008,0,0,0,0,0,,,
4/8/2008,3,0,0,7,10,,,
5/8/2008,0,0,0,0,0,,,
6/8/2008,0,0,2,0,2,,,
7/8/2008,0,0,0,0,0,,,
8/8/2008,0,0,0,0,0,,,
9/8/2008,5,3,3,27,38,,,
10/8/2008,0,0,0,0,0,,,
11/8/2008,1,6,5,0,12,,,
12/8/2008,0,0,0,0,0,,,
13-08-2008,0,0,0,0,0,,,
14-08-2008,0,2,0,0,2,,,
15-08-2008,0,0,0,0,0,,,
16-08-2008,0,0,0,0,0,,,
17-08-2008,2,0,0,0,2,,,
18-08-2008,30,7,14,15,66,,,
19-08-2008,0,0,0,0,0,,,
20-08-2008,98,56,93,15,262,,,
21-08-2008,0,0,12,0,12,,,
22-08-2008,0,22,24,0,46,,,
23-08-2008,0,0,0,0,0,,,
24-08-2008,0,6,11,0,17,,,
25-08-2008,0,0,0,0,0,,,
26-08-2008,0,0,0,0,0,,,
27-08-2008,0,0,0,0,0,,,
28-08-2008,0,0,0,0,0,,,
29-08-2008,0,0,0,0,0,,,
30-08-2008,0,0,0,0,0,,,
31-08-2008,0,0,0,0,0,,,
1/9/2008,17,0,0,0,17,,,
2/9/2008,0,17,12,4,33,,,
3/9/2008,0,0,0,0,0,,,
4/9/2008,0,0,0,3,3,,,
5/9/2008,0,0,0,0,0,,,
6/9/2008,0,0,0,0,0,,,
7/9/2008,0,11,12,0,23,,,
8/9/2008,1,2,8,50,61,,,
9/9/2008,0,0,0,0,0,,,
10/9/2008,0,4,2,0,6,,,
11/9/2008,0,9,2,0,11,,,
12/9/2008,0,3,0,0,3,,,
13-09-2008,0,0,0,0,0,,,
14-09-2008,0,0,0,0,0,,,
15-09-2008,15,14,16,8,53,,,
16-09-2008,0,0,0,0,0,,,
17-09-2008,0,0,0,0,0,,,
18-09-2008,0,0,0,0,0,,,
19-09-2008,0,0,0,0,0,,,
20-09-2008,0,0,0,0,0,,,
21-09-2008,10,0,0,3,13,,,
22-09-2008,0,0,0,0,0,,,
23-09-2008,0,0,0,0,0,,,
24-09-2008,0,0,0,0,0,,,
25-09-2008,9,50,89,25,173,,,
26-09-2008,0,2,0,0,2,,,
27-09-2008,0,0,0,0,0,,,
28-09-2008,0,0,0,0,0,,,
29-09-2008,0,0,0,0,0,,,
30-09-2008,20,34,8,45,107,,,
1/10/2008,0,0,0,0,0,,,
2/10/2008,0,0,0,0,0,,,
3/10/2008,1,0,0,0,1,,,
4/10/2008,6,27,12,0,45,,,
5/10/2008,7,0,0,3,10,,,
6/10/2008,0,0,0,0,0,,,
7/10/2008,0,0,0,0,0,,,
8/10/2008,0,0,0,0,0,,,
9/10/2008,0,0,0,0,0,,,
10/10/2008,0,0,0,0,0,,,
11/10/2008,0,0,0,0,0,,,
12/10/2008,2,3,19,15,39,,,
13-10-2008,8,42,45,40,135,,,
14-10-2008,5,13,13,25,56,,,
15-10-2008,1,0,2,2,5,,,
16-10-2008,8,4,5,8,25,,,
17-10-2008,1,6,12,16,35,,,
18-10-2008,25,13,8,6,52,,,
19-10-2008,1,6,14,9,30,,,
20-10-2008,28,27,26,39,120,,,
21-10-2008,69,112,93,122,396,,,
22-10-2008,7,7,15,22,51,,,
23-10-2008,77,40,38,37,192,,,
24-10-2008,0,0,0,13,13,,,
25-10-2008,11,68,55,13,147,,,
26-10-2008,0,0,0,0,0,,,
27-10-2008,0,0,0,0,0,,,
28-10-2008,0,0,0,0,0,,,
29-10-2008,0,0,0,0,0,,,
30-10-2008,0,0,0,0,0,,,
31-10-2008,0,0,0,0,0,,,
1/11/2008,0,0,0,0,0,,,
2/11/2008,0,0,0,0,0,,,
3/11/2008,0,0,0,0,0,,,
4/11/2008,0,0,0,0,0,,,
5/11/2008,0,0,0,0,0,,,
6/11/2008,0,0,0,0,0,,,
7/11/2008,0,0,0,0,0,,,
8/11/2008,0,0,0,0,0,,,
9/11/2008,0,0,0,0,0,,,
10/11/2008,0,0,0,0,0,,,
11/11/2008,6,12,16,2,36,,,
12/11/2008,0,0,0,0,0,,,
13-11-2008,0,5,0,0,5,,,
14-11-2008,0,0,0,0,0,,,
15-11-2008,0,0,0,0,0,,,
16-11-2008,33,55,35,5,128,,,
17-11-2008,0,0,0,0,0,,,
18-11-2008,0,0,0,0,0,,,
19-11-2008,1,0,0,0,1,,,
20-11-2008,0,0,0,0,0,,,
21-11-2008,0,0,0,0,0,,,
22-11-2008,31,65,36,36,168,,,
23-11-2008,16,26,43,38,123,,,
24-11-2008,3,12,31,20,66,,,
25-11-2008,4,0,0,0,4,,,
26-11-2008,56,32,64,93,245,,,
27-11-2008,97,95,109,138,439,,,
28-11-2008,162,136,148,236,682,,,
29-11-2008,64,82,62,37,245,,,
30-11-2008,22,25,7,27,81,,,
1/12/2008,7,7,2,14,30,,,
2/12/2008,14,0,0,2,16,,,
3/12/2008,0,0,0,0,0,,,
4/12/2008,0,0,0,0,0,,,
5/12/2008,0,0,0,0,0,,,
6/12/2008,0,0,0,0,0,,,
7/12/2008,0,0,0,0,0,,,
8/12/2008,0,0,0,0,0,,,
9/12/2008,2,2,4,2,10,,,
10/12/2008,4,2,3,6,15,,,
11/12/2008,0,0,0,0,0,,,
12/12/2008,0,0,0,0,0,,,
13-12-2008,0,0,0,0,0,,,
14-12-2008,0,0,0,0,0,,,
15-12-2008,0,0,0,0,0,,,
16-12-2008,0,0,0,0,0,,,
17-12-2008,0,0,0,0,0,,,
18-12-2008,0,0,0,0,0,,,
19-12-2008,0,0,0,0,0,,,
20-12-2008,0,0,0,0,0,,,
21-12-2008,0,0,0,0,0,,,
22-12-2008,0,0,0,0,0,,,
23-12-2008,0,0,0,0,0,,,
24-12-2008,0,0,0,0,0,,,
25-12-2008,0,0,0,0,0,,,
26-12-2008,0,0,0,0,0,,,
27-12-2008,0,0,0,0,0,,,
28-12-2008,0,0,0,0,0,,,
29-12-2008,0,0,0,0,0,,,
30-12-2008,0,0,0,0,0,,,
31-12-2008,0,0,0,0,0,,,
1/1/2009,0,0,0,0,0,,,
2/1/2009,0,0,0,0,0,,,
3/1/2009,0,0,0,0,0,,,
4/1/2009,0,0,0,0,0,,,
5/1/2009,0,0,0,0,0,,,
6/1/2009,0,0,0,0,0,,,
7/1/2009,0,0,0,0,0,,,
8/1/2009,2,2,15,16,35,,,
9/1/2009,0,0,0,0,0,,,
10/1/2009,0,0,0,0,0,,,
11/1/2009,0,0,0,0,0,,,
12/1/2009,0,0,0,0,0,,,
13-01-2009,0,0,0,0,0,,,
14-01-2009,0,5,0,0,5,,,
15-01-2009,0,0,0,0,0,,,
16-01-2009,0,0,0,0,0,,,
17-01-2009,0,0,0,0,0,,,
18-01-2009,0,0,0,0,0,,,
19-01-2009,0,0,0,0,0,,,
20-01-2009,0,0,0,0,0,,,
21-01-2009,0,0,0,0,0,,,
22-01-2009,0,0,0,0,0,,,
23-01-2009,0,0,0,0,0,,,
24-01-2009,0,0,0,0,0,,,
25-01-2009,0,0,0,0,0,,,
26-01-2009,0,0,0,0,0,,,
27-01-2009,0,0,0,0,0,,,
28-01-2009,0,0,0,0,0,,,
29-01-2009,0,0,0,0,0,,,
30-01-2009,0,0,0,0,0,,,
31-01-2009,0,0,0,0,0,,,
1/2/2009,0,0,0,0,0,,,
2/2/2009,0,0,0,0,0,,,
3/2/2009,0,0,0,0,0,,,
4/2/2009,0,0,0,0,0,,,
5/2/2009,0,0,0,0,0,,,
6/2/2009,0,0,0,0,0,,,
7/2/2009,0,0,0,0,0,,,
8/2/2009,0,0,0,0,0,,,
9/2/2009,0,0,0,0,0,,,
10/2/2009,0,0,0,0,0,,,
11/2/2009,0,0,0,0,0,,,
12/2/2009,0,0,0,0,0,,,
13-02-2009,0,0,0,0,0,,,
14-02-2009,0,0,0,0,0,,,
15-02-2009,0,0,0,0,0,,,
16-02-2009,0,0,0,0,0,,,
17-02-2009,0,0,0,0,0,,,
18-02-2009,0,0,0,0,0,,,
19-02-2009,0,0,0,0,0,,,
20-02-2009,0,0,0,0,0,,,
21-02-2009,0,0,0,0,0,,,
22-02-2009,0,0,0,0,0,,,
23-02-2009,0,0,0,0,0,,,
24-02-2009,0,0,0,0,0,,,
25-02-2009,0,0,0,0,0,,,
26-02-2009,0,0,0,0,0,,,
27-02-2009,0,0,0,0,0,,,
28-02-2009,0,0,0,0,0,,,
1/3/2009,0,0,0,0,0,,,
2/3/2009,0,0,0,0,0,,,
3/3/2009,0,0,0,0,0,,,
4/3/2009,0,0,0,0,0,,,
5/3/2009,0,0,0,0,0,,,
6/3/2009,0,0,0,0,0,,,
7/3/2009,0,0,0,0,0,,,
8/3/2009,0,0,0,0,0,,,
9/3/2009,0,0,0,0,0,,,
10/3/2009,0,0,0,0,0,,,
11/3/2009,0,2,2,0,4,,,
12/3/2009,0,0,0,0,0,,,
13-03-2009,0,0,0,0,0,,,
14-03-2009,0,0,0,0,0,,,
15-03-2009,0,0,0,0,0,,,
16-03-2009,0,0,0,0,0,,,
17-03-2009,0,0,0,0,0,,,
18-03-2009,0,0,0,0,0,,,
19-03-2009,0,0,0,0,0,,,
20-03-2009,0,0,0,0,0,,,
21-03-2009,0,0,0,0,0,,,
22-03-2009,0,0,0,0,0,,,
23-03-2009,0,0,0,0,0,,,
24-03-2009,0,0,0,0,0,,,
25-03-2009,0,0,0,0,0,,,
26-03-2009,0,0,0,0,0,,,
27-03-2009,0,0,0,0,0,,,
28-03-2009,0,0,0,0,0,,,
29-03-2009,0,0,0,0,0,,,
30-03-2009,0,0,0,0,0,,,
31-03-2009,0,0,0,0,0,,,
1/4/2009,0,0,0,0,0,,,
2/4/2009,0,0,0,0,0,,,
3/4/2009,0,0,0,0,0,,,
4/4/2009,0,0,0,0,0,,,
5/4/2009,0,0,0,0,0,,,
6/4/2009,0,0,0,0,0,,,
7/4/2009,0,0,0,0,0,,,
8/4/2009,0,0,0,0,0,,,
9/4/2009,0,0,0,0,0,,,
10/4/2009,0,0,0,0,0,,,
11/4/2009,0,0,0,0,0,,,
12/4/2009,0,0,0,0,0,,,
13-04-2009,0,0,0,0,0,,,
14-04-2009,0,0,0,0,0,,,
15-04-2009,0,0,0,0,0,,,
16-04-2009,0,0,0,0,0,,,
17-04-2009,0,0,0,0,0,,,
18-04-2009,0,0,0,0,0,,,
19-04-2009,0,0,0,0,0,,,
20-04-2009,0,0,0,0,0,,,
21-04-2009,0,0,0,0,0,,,
22-04-2009,0,0,0,0,0,,,
23-04-2009,0,0,0,0,0,,,
24-04-2009,0,0,0,0,0,,,
25-04-2009,0,0,0,0,0,,,
26-04-2009,0,0,0,0,0,,,
27-04-2009,0,0,0,0,0,,,
28-04-2009,0,0,0,0,0,,,
29-04-2009,0,0,0,0,0,,,
30-04-2009,0,0,0,0,0,,,
1/5/2009,0,0,0,0,0,,,
2/5/2009,0,0,0,0,0,,,
3/5/2009,0,0,0,0,0,,,
4/5/2009,0,0,0,0,0,,,
5/5/2009,0,0,0,1,1,,,
6/5/2009,0,0,0,0,0,,,
7/5/2009,0,0,0,0,0,,,
8/5/2009,0,0,0,0,0,,,
9/5/2009,0,0,0,0,0,,,
10/5/2009,0,0,0,0,0,,,
11/5/2009,0,0,0,0,0,,,
12/5/2009,0,0,0,0,0,,,
13-05-2009,0,0,0,0,0,,,
14-05-2009,0,0,0,0,0,,,
15-05-2009,0,0,0,0,0,,,
16-05-2009,0,40,15,2,57,,,
17-05-2009,0,0,0,0,0,,,
18-05-2009,0,0,0,0,0,,,
19-05-2009,0,5,0,0,5,,,
20-05-2009,0,0,0,0,0,,,
21-05-2009,11,0,0,0,11,,,
22-05-2009,0,0,0,0,0,,,
23-05-2009,0,0,0,0,0,,,
24-05-2009,0,4,2,1,7,,,
25-05-2009,0,0,0,0,0,,,
26-05-2009,0,0,0,0,0,,,
27-05-2009,0,0,0,0,0,,,
28-05-2009,1,0,0,0,1,,,
29-05-2009,0,0,0,0,0,,,
30-05-2009,1,0,0,0,1,,,
31-05-2009,2,0,0,0,2,,,
1/6/2009,5,0,0,0,5,,,
2/6/2009,0,0,0,0,0,,,
3/6/2009,0,0,0,0,0,,,
4/6/2009,0,0,0,0,0,,,
5/6/2009,9,0,0,0,9,,,
6/6/2009,0,0,0,0,0,,,
7/6/2009,0,0,0,0,0,,,
8/6/2009,0,0,0,0,0,,,
9/6/2009,0,0,0,0,0,,,
10/6/2009,0,0,0,0,0,,,
11/6/2009,1,0,0,0,1,,,
12/6/2009,0,0,0,0,0,,,
13-06-2009,0,0,0,0,0,,,
14-06-2009,2,0,0,0,2,,,
15-06-2009,0,0,0,0,0,,,
16-06-2009,0,0,0,3,3,,,
17-06-2009,0,0,0,0,0,,,
18-06-2009,5,0,0,0,5,,,
19-06-2009,0,0,0,0,0,,,
20-06-2009,0,0,0,0,0,,,
21-06-2009,5,32,36,3,76,,,
22-06-2009,0,0,0,0,0,,,
23-06-2009,0,2,0,0,2,,,
24-06-2009,0,0,0,0,0,,,
25-06-2009,0,0,0,0,0,,,
26-06-2009,0,0,0,2,2,,,
27-06-2009,0,0,0,0,0,,,
28-06-2009,3,0,0,13,16,,,
29-06-2009,0,0,0,1,1,,,
30-06-2009,0,0,0,0,0,,,
1/7/2009,0,0,0,0,0,,,
2/7/2009,0,0,0,0,0,,,
3/7/2009,2,0,0,4,6,,,
4/7/2009,0,0,0,0,0,,,
5/7/2009,6,7,10,3,26,,,
6/7/2009,0,0,0,0,0,,,
7/7/2009,0,0,0,0,0,,,
8/7/2009,0,0,0,0,0,,,
9/7/2009,0,0,0,0,0,,,
10/7/2009,2,0,0,0,2,,,
11/7/2009,0,0,0,0,0,,,
12/7/2009,0,0,0,0,0,,,
13-07-2009,0,0,0,0,0,,,
14-07-2009,0,0,0,0,0,,,
15-07-2009,0,0,0,0,0,,,
16-07-2009,1,5,4,0,10,,,
17-07-2009,0,0,0,0,0,,,
18-07-2009,0,0,0,0,0,,,
19-07-2009,1,0,0,0,1,,,
20-07-2009,3,0,0,5,8,,,
21-07-2009,0,0,0,0,0,,,
22-07-2009,0,0,0,0,0,,,
23-07-2009,0,0,0,0,0,,,
24-07-2009,0,0,0,0,0,,,
25-07-2009,0,0,0,0,0,,,
26-07-2009,0,0,0,0,0,,,
27-07-2009,0,0,0,0,0,,,
28-07-2009,11,3,4,21,39,,,
29-07-2009,18.6,3,5,8,34.6,,,
30-07-2009,2,0,2,2,6,,,
31-07-2009,46,5,2,30,83,,,
1/8/2009,0.4,2,0,10,12.4,,,
2/8/2009,0,0,0,5,5,,,
3/8/2009,0,0,0,0,0,,,
4/8/2009,0,0,0,0,0,,,
5/8/2009,0,2,5,26,33,,,
6/8/2009,2,0,0,0,2,,,
7/8/2009,0,0,0,0,0,,,
8/8/2009,0,0,0,0,0,,,
9/8/2009,0,0,0,5,5,,,
10/8/2009,0,0,0,0,0,,,
11/8/2009,14,28,11,0,53,,,
12/8/2009,0,0,0,0,0,,,
13-08-2009,1.4,0,0,0,1.4,,,
14-08-2009,0,0,0,0,0,,,
15-08-2009,145,41,89,65,340,,,
16-08-2009,0,0,0,0,0,,,
17-08-2009,9,0,0,0,9,,,
18-08-2009,11,20,19,15,65,,,
19-08-2009,0,0,0,0,0,,,
20-08-2009,0,0,0,0,0,,,
21-08-2009,5,0,0,0,5,,,
22-08-2009,0,0,0,0,0,,,
23-08-2009,0,0,0,0,0,,,
24-08-2009,0,2,0,0,2,,,
25-08-2009,0,3,8,2,13,,,
26-08-2009,0,0,0,0,0,,,
27-08-2009,0.2,3,2,20,25.2,,,
28-08-2009,0,0,0,0,0,,,
29-08-2009,0,0,0,0,0,,,
30-08-2009,4,0,0,0,4,,,
31-08-2009,10,0,2,15,27,,,
1/9/2009,18,20,21,30,89,,,
2/9/2009,0,0,4,6,10,,,
3/9/2009,0,2,0,2,4,,,
4/9/2009,2.4,3,4,12,21.4,,,
5/9/2009,2,0,1,0,3,,,
6/9/2009,0,0,0,0,0,,,
7/9/2009,0,0,0,0,0,,,
8/9/2009,0,0,0,0,0,,,
9/9/2009,0,0,0,0,0,,,
10/9/2009,0,0,0,0,0,,,
11/9/2009,0,0,0,0,0,,,
12/9/2009,0,0,0,0,0,,,
13-09-2009,0,2,0,0,2,,,
14-09-2009,17,0,0,0,17,,,
15-09-2009,0,0,0,0,0,,,
16-09-2009,0,0,0,0,0,,,
